Gene,sgRNA,OELOW|beta,OELOW|z,OELOW|p-value,OELOW|fdr,OELOW|wald-p-value,OELOW|wald-fdr,OEHIGH|beta,OEHIGH|z,OEHIGH|p-value,OEHIGH|fdr,OEHIGH|wald-p-value,OEHIGH|wald-fdr
PRG3,8,-0.028506,-0.15995,0.8271,0.97458,0.87292,0.93164,-0.14033,-0.78753,0.92323,0.98255,0.43097,0.99611
CHPF2,8,-0.48288,-2.0573,0.18766,0.63181,0.039659,0.18399,-0.27671,-1.1851,0.53445,0.81114,0.23599,0.95144
PKD2L1,8,0.25252,1.3304,0.59744,0.89427,0.18338,0.40185,-0.039138,-0.20623,0.74278,0.92033,0.83661,0.99611
CLCA4,8,0.48687,1.7722,0.25098,0.71295,0.076363,0.25804,-0.12558,-0.45681,0.96555,0.99225,0.64781,0.99611
CHAT,8,0.61293,3.0175,0.14567,0.58039,0.0025485,0.029312,0.22762,1.1205,0.059055,0.28125,0.26248,0.97899
APOC3,8,0.526,2.347,0.21457,0.66599,0.018926,0.123,0.073493,0.32786,0.37631,0.7011,0.74302,0.99611
PLIN2,8,-0.59985,-2.814,0.11188,0.53858,0.004893,0.04922,-0.16579,-0.78246,0.84974,0.96177,0.43395,0.99611
ABHD14B,8,0.36058,1.5659,0.41798,0.82406,0.11736,0.31517,-0.31888,-1.3808,0.43471,0.75241,0.16733,0.82262
SLC2A8,8,0.060122,0.24186,0.9918,0.99704,0.80889,0.89961,-0.012998,-0.052441,0.6542,0.87418,0.95818,0.99611
PTDSS1,8,0.28206,0.98624,0.54462,0.87689,0.32402,0.54324,-0.80969,-2.8142,0.031168,0.19467,0.0048898,0.059855
PLCE1,8,-0.33394,-1.4025,0.32907,0.77409,0.16077,0.37179,-0.46019,-1.9337,0.21686,0.55033,0.053152,0.39038
DHRS7C,8,-0.61768,-2.4387,0.10138,0.52196,0.014739,0.10721,-0.11999,-0.48054,0.98655,0.99504,0.63084,0.99611
NAT8,8,-0.41292,-1.5737,0.24475,0.70822,0.11556,0.31334,-0.5204,-1.9857,0.16404,0.49027,0.047062,0.35683
NDUFB8,8,-0.60114,-2.0672,0.11122,0.53858,0.038716,0.18082,-0.72155,-2.4892,0.05315,0.26689,0.012804,0.13458
NDST2,8,0.00075931,0.0035811,0.88911,0.98851,0.99714,0.99966,-0.26042,-1.2284,0.57448,0.8301,0.21929,0.92564
AFMID,8,-0.19079,-0.98351,0.52854,0.87466,0.32536,0.54369,-0.2207,-1.1384,0.68045,0.89093,0.25496,0.97744
GLB1L3,8,-0.34895,-1.3697,0.31332,0.76339,0.17077,0.38518,0.007809,0.030872,0.58432,0.8331,0.97537,0.99611
EHD1,8,0.50909,1.6761,0.22867,0.68738,0.093716,0.28198,-0.081426,-0.26687,0.88287,0.97327,0.78957,0.99611
PDE4A,8,-0.42196,-1.7261,0.2395,0.7026,0.084324,0.27113,-0.2087,-0.85687,0.71424,0.90257,0.39152,0.99611
CLCN4,8,-0.091042,-0.3359,0.7044,0.9316,0.73695,0.85668,-0.38573,-1.4235,0.31726,0.65722,0.1546,0.80338
UGT2B4,8,0.40067,1.9669,0.36319,0.79181,0.049193,0.20289,-0.069902,-0.34285,0.84613,0.96161,0.73171,0.99611
VDAC3,8,-0.30635,-1.3763,0.3622,0.79181,0.16872,0.38378,-0.077759,-0.35144,0.86975,0.96929,0.72526,0.99611
ATP5I,8,-0.59356,-2.2864,0.11516,0.5416,0.022234,0.13402,-0.83024,-3.1989,0.025591,0.17257,0.0013796,0.019114
ASPA,8,0.51212,2.2148,0.22671,0.68688,0.026772,0.1481,0.24373,1.0542,0.047572,0.25303,0.29178,0.99611
SLCO1C1,8,0.074092,0.27867,0.96293,0.99425,0.7805,0.88437,0.0096093,0.036242,0.57776,0.83082,0.97109,0.99611
KCNH3,8,0.46534,1.7747,0.28084,0.74153,0.075941,0.25726,-0.20872,-0.79361,0.71424,0.90257,0.42743,0.99611
TAP2,8,-0.2049,-0.90638,0.50558,0.87062,0.36474,0.58092,0.077443,0.34359,0.36811,0.69708,0.73116,0.99611
MCOLN2,8,-0.67778,-3.0914,0.075131,0.46926,0.0019922,0.024192,-0.16363,-0.74693,0.85663,0.96276,0.45511,0.99611
SCAP,8,-0.18836,-0.94985,0.53281,0.8748,0.34219,0.55885,-0.99519,-5.0033,0.0072178,0.077966,5.64E-07,1.75E-05
MAT2B,8,0.60727,2.3858,0.14797,0.58119,0.017042,0.11492,-0.0086172,-0.033843,0.63944,0.86696,0.973,0.99611
DIO3,8,0.24591,1.0538,0.60696,0.89675,0.29198,0.51381,-0.073143,-0.31346,0.85531,0.96273,0.75393,0.99611
SULT1C3,8,0.43099,1.6569,0.32382,0.77049,0.09754,0.28864,0.21234,0.81652,0.078412,0.33102,0.4142,0.99611
CDADC1,8,0.22379,0.93102,0.65092,0.91856,0.35184,0.56871,0.089668,0.37358,0.33235,0.6634,0.70872,0.99611
CHI3L2,8,0.33032,1.1693,0.46916,0.85322,0.24228,0.46768,0.10302,0.36495,0.29659,0.63305,0.71515,0.99611
NOS3,8,-0.39564,-1.7757,0.26509,0.73455,0.075786,0.25726,-0.0505,-0.22874,0.7815,0.94187,0.81907,0.99611
CACNG5,8,0.25002,1.2819,0.60269,0.8961,0.19987,0.42453,0.06297,0.3229,0.40748,0.7293,0.74677,0.99611
GABRA1,8,0.062141,0.3808,0.98622,0.99503,0.70335,0.83626,0.18832,1.1552,0.11385,0.4068,0.248,0.97161
ALDOC,8,-0.79599,-2.9392,0.044948,0.34673,0.0032911,0.035321,-0.88286,-3.2655,0.018373,0.13827,0.0010928,0.015565
CYP2C18,8,0.34142,1.2416,0.45276,0.84871,0.21437,0.43689,-0.091358,-0.3322,0.91535,0.98241,0.73973,0.99611
ENPP6,8,-0.19206,-0.87816,0.52559,0.87405,0.37985,0.59558,0.0077748,0.035741,0.58465,0.8331,0.97149,0.99611
B3GALTL,8,0.24515,1.0414,0.60925,0.8971,0.29769,0.51848,0.059513,0.253,0.42126,0.74048,0.80026,0.99611
MGST1,8,0.12261,0.42815,0.8563,0.97939,0.66854,0.81313,0.062196,0.21727,0.4101,0.73099,0.82799,0.99611
GRID1,8,0.25486,1.0981,0.59318,0.8931,0.27216,0.49407,0.0044457,0.019178,0.59777,0.84196,0.9847,0.99611
SDS,8,-0.1254,-0.46835,0.64009,0.9127,0.63954,0.79564,-0.3191,-1.1926,0.4334,0.75142,0.23301,0.94569
SOD2,8,-0.62513,-2.5999,0.099081,0.52048,0.0093256,0.078304,-1.0882,-4.5195,0.0022966,0.03211,6.20E-06,0.00015111
ISCA1,8,-0.95207,-2.9562,0.020669,0.23077,0.0031149,0.034154,-1.268,-3.9391,0.00065617,0.011905,8.18E-05,0.0014926
MICAL1,8,0.031472,0.20904,0.95079,0.99417,0.83441,0.9106,0.12075,0.8025,0.25459,0.58967,0.42226,0.99611
GSTM4,8,0.43298,2.0256,0.32021,0.76905,0.042805,0.1913,-0.1057,-0.49439,0.96161,0.99224,0.62103,0.99611
ANGPTL4,8,-0.2177,-1.2781,0.49016,0.86583,0.2012,0.42469,-0.1129,-0.66477,0.98655,0.99504,0.5062,0.99611
UCK1,8,0.17017,0.95263,0.75919,0.95292,0.34078,0.5587,-0.060229,-0.33724,0.81299,0.95015,0.73594,0.99611
PGAM2,8,-0.17777,-0.85115,0.54659,0.87689,0.39469,0.60862,0.067428,0.32342,0.39403,0.71446,0.74638,0.99611
HLCS,8,-0.9091,-3.2512,0.024278,0.25606,0.0011493,0.015164,-0.65201,-2.3385,0.083005,0.34282,0.019359,0.18382
SV2A,8,-0.30455,-0.80339,0.36483,0.79181,0.42175,0.62953,-0.23262,-0.61729,0.6414,0.86696,0.53704,0.99611
KCNK2,8,0.1695,0.98582,0.76083,0.95292,0.32422,0.54328,0.13716,0.79828,0.21752,0.55033,0.42471,0.99611
TERGENIC25153,1,-1.6597,-2.6323,0.24475,0.70822,0.0084817,0.073028,0.65058,1.0317,0.042323,0.23497,0.30222,0.99611
EXTL2,8,-0.34268,-1.5483,0.32251,0.76935,0.12155,0.31993,-0.34459,-1.5638,0.38878,0.71429,0.11786,0.68132
ALKBH1,8,0.19035,0.83187,0.71719,0.93981,0.40548,0.61427,-0.038346,-0.16768,0.74114,0.91941,0.86683,0.99611
SCARB1,8,-0.19518,-0.75024,0.521,0.87164,0.45311,0.65672,-0.28204,-1.087,0.52034,0.80467,0.27702,0.99151
TF,8,0.27158,1.5052,0.56398,0.88018,0.13228,0.33432,0.096217,0.53343,0.31693,0.65722,0.59374,0.99611
PLA2G4A,8,-0.37653,-1.5632,0.28412,0.74153,0.11801,0.31553,-0.036315,-0.15171,0.73491,0.91691,0.87942,0.99611
MAN2B1,8,0.42901,1.9471,0.32776,0.77409,0.051518,0.20661,-0.3565,-1.6153,0.36483,0.69543,0.10624,0.63259
HTATIP2,8,-0.27992,-1.0537,0.39698,0.81287,0.29204,0.51381,0.25277,0.95725,0.038058,0.22137,0.33844,0.99611
CYB5R1,8,-0.74106,-2.891,0.055774,0.38117,0.0038405,0.039681,-0.46701,-1.8276,0.20997,0.54422,0.067617,0.46314
PYCR1,8,-0.018269,-0.12266,0.84843,0.97939,0.90237,0.94933,-0.22159,-1.4882,0.67782,0.89013,0.13671,0.74413
SLC5A9,8,-0.58609,-1.8651,0.11942,0.54491,0.062171,0.22823,-0.58507,-1.8666,0.11614,0.4104,0.061957,0.43815
CYP19A1,8,0.017535,0.07744,0.92651,0.99138,0.93827,0.97043,0.0089995,0.039902,0.58071,0.83279,0.96817,0.99611
KCTD16,8,0.086524,0.31778,0.93373,0.99138,0.75065,0.86535,-0.074629,-0.27445,0.85827,0.96389,0.78374,0.99611
OAS1,8,1.0289,2.0888,0.013451,0.17083,0.036722,0.17606,-0.26536,-0.53787,0.55774,0.82046,0.59067,0.99611
ATP1B1,8,0.24856,1.4306,0.60433,0.89635,0.15255,0.36029,-0.1075,-0.61872,0.96686,0.99226,0.5361,0.99611
KCNA10,8,-0.090385,-0.46362,0.70538,0.9316,0.64292,0.79886,-0.00045404,-0.0023372,0.61549,0.8574,0.99814,0.99846
SLC13A4,8,-0.34896,-1.4601,0.31332,0.76339,0.14425,0.35142,-0.31576,-1.3231,0.4439,0.75841,0.1858,0.85176
TERGENIC109494,1,0.89478,1.1446,0.25427,0.71759,0.25238,0.47489,0.11665,0.14921,0.83891,0.96129,0.88138,0.99611
MBOAT2,8,0.81298,1.8371,0.05479,0.37955,0.066196,0.23709,-0.33857,-0.75946,0.39993,0.72173,0.44758,0.99611
SLC25A42,8,0.13613,0.57442,0.82874,0.97458,0.56568,0.74,-0.50533,-2.1276,0.17618,0.50423,0.033369,0.27564
SLC4A4,8,-0.26535,-1.0752,0.41896,0.82547,0.28229,0.50405,-0.0098653,-0.040225,0.64304,0.8682,0.96791,0.99611
AGPAT5,8,-0.20527,-0.71546,0.50427,0.86991,0.47433,0.67622,-0.6505,-2.2649,0.084646,0.34584,0.023516,0.20776
DHRS7B,8,0.53242,1.5523,0.20997,0.66291,0.12059,0.3185,-0.22262,-0.64879,0.67323,0.88754,0.51647,0.99611
MGAT5B,8,-0.11389,-0.4448,0.66306,0.9204,0.65647,0.80747,0.14815,0.57884,0.19324,0.52216,0.5627,0.99611
ATP1A3,8,0.20612,0.82728,0.68471,0.92797,0.40808,0.61609,-0.27981,-1.1228,0.52657,0.80856,0.26153,0.97899
B3GNTL1,8,-0.37343,-2.6061,0.28675,0.74153,0.0091589,0.077241,-0.10328,-0.72171,0.95571,0.99224,0.47047,0.99611
SLC4A10,8,0.56447,1.6994,0.18045,0.62007,0.089243,0.27663,0.25665,0.77273,0.035433,0.21218,0.43968,0.99611
SLC17A9,8,0.034045,0.18556,0.95669,0.99425,0.85279,0.92076,-0.21344,-1.1636,0.70144,0.89648,0.24459,0.96321
ATP4A,8,0.52104,2.4368,0.2185,0.67341,0.014819,0.10729,0.10909,0.51013,0.28248,0.61809,0.60996,0.99611
NOS1,8,0.55046,1.5022,0.19094,0.63323,0.13305,0.33541,-0.075524,-0.20596,0.86122,0.96401,0.83683,0.99611
PANK2,8,-0.055421,-0.29098,0.77559,0.95292,0.77106,0.8797,0.10914,0.57391,0.28248,0.61809,0.56603,0.99611
PLA2G2C,8,-0.090968,-0.35271,0.70472,0.9316,0.7243,0.84874,-0.15706,-0.60989,0.87402,0.96982,0.54193,0.99611
HTR3B,8,0.17397,0.84523,0.75066,0.9487,0.39798,0.61049,0.054249,0.26389,0.43865,0.75551,0.79186,0.99611
TRPM6,8,0.31765,1.0499,0.49081,0.86583,0.29374,0.51545,-0.19277,-0.63691,0.76673,0.93443,0.52418,0.99611
PIP5K1A,8,-0.10491,-0.52907,0.67717,0.92604,0.59676,0.76393,0.014399,0.072783,0.56627,0.82513,0.94198,0.99611
NIPA1,8,0.10527,0.40268,0.89501,0.98851,0.68718,0.82591,0.20842,0.79805,0.083333,0.34324,0.42484,0.99611
PLIN1,8,-0.46084,-1.8103,0.20801,0.65973,0.070242,0.24552,-0.1748,-0.692,0.81726,0.95185,0.48893,0.99611
NDUFV2,8,0.16261,0.63621,0.77493,0.95292,0.52464,0.71166,-0.45586,-1.7821,0.22343,0.55321,0.074734,0.49519
SLC24A1,8,-0.10743,-0.44107,0.67192,0.92335,0.65916,0.80895,-0.17576,-0.72196,0.8143,0.95023,0.47032,0.99611
APOB,8,0.46116,1.5268,0.28314,0.74153,0.12681,0.32769,0.015675,0.051873,0.56201,0.82237,0.95863,0.99611
FADS6,8,-0.21813,-1.208,0.48885,0.86583,0.22703,0.45169,-0.1353,-0.74992,0.93799,0.98825,0.4533,0.99611
ABHD13,8,-0.2242,-1.3661,0.479,0.86227,0.17191,0.38518,0.14292,0.87166,0.20505,0.53879,0.3834,0.99611
AGPAT3,8,-0.45561,-2.5889,0.21194,0.66291,0.0096295,0.080331,-0.12017,-0.68676,0.98589,0.99504,0.49224,0.99611
HSD17B3,8,0.37187,1.5618,0.40387,0.81415,0.11832,0.31608,0.12342,0.51846,0.24672,0.58147,0.60414,0.99611
UCK2,8,0.090881,0.395,0.92487,0.99138,0.69284,0.82913,-0.0099721,-0.043351,0.6437,0.8682,0.96542,0.99611
HPRT1,8,-0.075915,-0.3246,0.73852,0.94664,0.74548,0.86364,-0.11082,-0.47431,0.97802,0.99466,0.63528,0.99611
NOX1,8,-0.32877,-1.3602,0.33465,0.77803,0.17375,0.38714,0.030324,0.12626,0.51706,0.80285,0.89952,0.99611
GPD1L,8,0.08713,0.37814,0.93307,0.99138,0.70533,0.83712,0.094785,0.4123,0.31923,0.65722,0.68012,0.99611
ASIC1,8,0.37734,2.1891,0.39469,0.81284,0.028587,0.15287,-0.12167,-0.70566,0.97999,0.99504,0.4804,0.99611
SLC23A1,8,-0.21553,-1.3843,0.49213,0.86583,0.16628,0.37992,-0.0015846,-0.01019,0.61745,0.85975,0.99187,0.99611
LIPT1,8,-0.15799,-0.60909,0.57874,0.88655,0.54246,0.72497,-0.55782,-2.1499,0.13845,0.45425,0.031564,0.26503
PCK2,8,-0.36215,-1.6475,0.29659,0.75,0.099451,0.29014,-0.021979,-0.10038,0.68143,0.89093,0.92004,0.99611
ASRGL1,8,0.064392,0.35079,0.98261,0.9947,0.72575,0.84949,0.029676,0.16172,0.52001,0.80467,0.87153,0.99611
IAH1,8,0.6317,1.9261,0.13123,0.5618,0.054086,0.21271,0.10304,0.31415,0.29659,0.63305,0.7534,0.99611
KCNC3,8,0.73112,1.6429,0.082021,0.48462,0.10041,0.29088,-0.23934,-0.53577,0.62664,0.86139,0.59212,0.99611
LIPH,8,0.48564,2.1595,0.25361,0.71759,0.030815,0.16033,0.17166,0.76339,0.1437,0.46349,0.44523,0.99611
ABCG2,8,-0.35551,-1.3316,0.30413,0.75366,0.18299,0.40155,-0.089786,-0.3374,0.91306,0.98238,0.73582,0.99611
SLC26A1,8,0.059153,0.19759,0.99409,0.99704,0.84337,0.91524,-0.10612,-0.35465,0.96293,0.99224,0.72285,0.99611
C19orf80,8,0.45664,1.1942,0.2897,0.74452,0.23242,0.45721,-0.30948,-0.80611,0.45702,0.76581,0.42018,0.99611
NDUFA6,8,-0.046912,-0.20023,0.79199,0.95838,0.8413,0.91516,-0.53409,-2.2784,0.15551,0.48516,0.022702,0.20352
CLIC5,8,0.12561,0.48385,0.85007,0.97939,0.62849,0.78866,0.063322,0.24402,0.40682,0.72855,0.80721,0.99611
TRPC4,8,-0.16269,-0.67832,0.57349,0.88419,0.49757,0.69156,-0.092044,-0.38426,0.91765,0.98255,0.70078,0.99611
NAGA,8,0.33063,2.1763,0.46916,0.85322,0.029533,0.15635,0.22195,1.4614,0.064633,0.2958,0.14392,0.7683
CYP4F12,8,0.86316,3.1382,0.04101,0.32982,0.0017001,0.021239,-0.12775,-0.46402,0.95801,0.99224,0.64263,0.99611
ABHD3,8,0.30581,1.1655,0.50919,0.87158,0.24383,0.46859,0.16306,0.62263,0.15978,0.48651,0.53353,0.99611
LIPE,8,0.21697,0.79255,0.66404,0.9204,0.42804,0.63518,-0.079632,-0.29092,0.875,0.96982,0.77111,0.99611
ATP1A2,8,-0.85136,-2.9364,0.033465,0.30088,0.0033202,0.035493,-0.94901,-3.2891,0.011155,0.095238,0.0010052,0.014385
ALOX15,8,0.2993,1.0586,0.51706,0.87164,0.28979,0.51376,0.075761,0.26824,0.37139,0.69833,0.78851,0.99611
NNT,8,0.30301,1.451,0.51214,0.87158,0.14677,0.35349,-0.27322,-1.3076,0.54199,0.81358,0.19101,0.8638
KCNK17,8,-0.044473,-0.18871,0.7956,0.95926,0.85032,0.92075,-0.2553,-1.0842,0.5853,0.83364,0.2783,0.99151
HSD17B14,8,0.15922,0.69052,0.77953,0.95307,0.48987,0.68586,-0.015619,-0.067792,0.66404,0.88077,0.94595,0.99611
NXN,8,-0.16519,-0.87743,0.57021,0.88358,0.38025,0.59589,-0.16422,-0.87334,0.85499,0.96273,0.38248,0.99611
DUS4L,8,-0.38358,-1.8036,0.27526,0.74153,0.071292,0.24665,0.16823,0.79209,0.14862,0.47089,0.42831,0.99611
SLC45A3,8,-0.70342,-3.5717,0.065289,0.42431,0.00035467,0.0056303,-0.30348,-1.5443,0.46982,0.77531,0.12252,0.69415
GYLTL1B,8,-0.011565,-0.045043,0.86253,0.98136,0.96407,0.98409,0.0020849,0.0081348,0.60696,0.84823,0.99351,0.99613
COQ5,8,-0.56522,-2.0575,0.13123,0.5618,0.03964,0.18399,-0.56959,-2.0884,0.1273,0.43348,0.03676,0.29408
PEX1,8,-0.3611,-2.0259,0.29823,0.75,0.04278,0.1913,-0.18902,-1.065,0.78051,0.94187,0.28687,0.99371
INSIG1,8,-1.0235,-3.3127,0.01378,0.17213,0.0009239,0.012628,-0.66126,-2.1655,0.077756,0.32917,0.030347,0.25623
SMPD1,8,0.11518,0.60482,0.87139,0.98516,0.5453,0.72611,0.091205,0.47985,0.32612,0.66004,0.63133,0.99611
UCKL1,8,1.126,2.2174,0.007874,0.11374,0.026599,0.14799,0.18675,0.36771,0.11549,0.40978,0.71309,0.99611
ATP5L,8,-0.3984,-1.7247,0.26247,0.73059,0.084574,0.27163,-0.75002,-3.247,0.045932,0.24867,0.0011662,0.016533
CPOX,8,-0.55116,-2.0428,0.1414,0.57775,0.04107,0.18694,-0.65243,-2.4267,0.082349,0.34057,0.015235,0.15376
SLC25A41,8,0.37872,1.667,0.39239,0.81085,0.095524,0.28495,0.027504,0.12106,0.52559,0.80827,0.90364,0.99611
CACNB4,8,0.35926,1.6205,0.4206,0.8271,0.10512,0.29749,0.031886,0.14385,0.51214,0.79939,0.88562,0.99611
UQCRQ,8,-0.63791,-2.809,0.09252,0.51146,0.0049699,0.049505,-0.56546,-2.4986,0.13091,0.43654,0.01247,0.13197
ACLY,8,-0.89388,-3.2587,0.026247,0.26936,0.0011191,0.014895,-1.5612,-5.6625,0.00032808,0.0078125,1.49E-08,8.42E-07
GSTA2,8,0.02102,0.086594,0.93274,0.99138,0.93099,0.96585,-0.11547,-0.47613,0.99967,0.99967,0.63398,0.99611
ACSL5,8,0.81411,1.7807,0.05479,0.37955,0.074962,0.25586,-0.16819,-0.36717,0.83924,0.96129,0.71349,0.99611
MAN1A1,8,0.26838,1.1204,0.56923,0.8825,0.26255,0.48435,0.037971,0.1586,0.49311,0.7895,0.87398,0.99611
CLCA2,8,0.45872,2.3029,0.28642,0.74153,0.021286,0.13119,0.22732,1.1415,0.059055,0.28125,0.25366,0.97744
KCTD2,8,-0.24544,-1.2838,0.44849,0.84539,0.19922,0.42345,-0.12891,-0.6778,0.95472,0.99224,0.4979,0.99611
ATPIF1,8,-0.19066,-0.88906,0.52887,0.87466,0.37397,0.58847,-0.16301,-0.76154,0.8586,0.9639,0.44633,0.99611
AOC3,8,0.17536,0.92754,0.74836,0.94807,0.35365,0.56972,-0.029307,-0.15507,0.70833,0.90038,0.87676,0.99611
HOGA1,8,0.43722,1.6933,0.31463,0.76475,0.090396,0.27831,-0.41835,-1.6166,0.26837,0.59971,0.10597,0.63259
GALNTL5,8,-0.030391,-0.15952,0.82513,0.97369,0.87326,0.93164,-0.024247,-0.12734,0.69193,0.89489,0.89867,0.99611
CYBB,8,0.20585,1.0502,0.68504,0.928,0.29363,0.51545,0.24233,1.2382,0.0479,0.25303,0.21565,0.91931
MTHFD1L,8,0.44932,1.7325,0.3002,0.75062,0.083192,0.26918,0.2498,0.96339,0.040354,0.22948,0.33535,0.99611
CCBL1,8,0.26775,1.3153,0.56923,0.8825,0.18841,0.40699,-0.035752,-0.17566,0.73228,0.91475,0.86056,0.99611
DGUOK,8,0.27527,1.4622,0.55873,0.87963,0.1437,0.35067,0.074407,0.39551,0.37402,0.69939,0.69247,0.99611
LOXL1,8,0.52686,1.3464,0.21391,0.66531,0.17818,0.3944,-0.013456,-0.034352,0.65682,0.87659,0.9726,0.99611
SLC26A8,8,-0.44822,-1.9262,0.21686,0.67107,0.054084,0.21271,0.13855,0.60027,0.21293,0.54768,0.54833,0.99611
NKX2-3,8,0.19498,1.2037,0.70604,0.9316,0.22871,0.45325,0.13772,0.85137,0.21621,0.55033,0.39456,0.99611
ARSA,8,0.090908,0.41738,0.92487,0.99138,0.6764,0.81707,-0.24001,-1.102,0.62434,0.86031,0.27047,0.98689
CYP2C19,8,0.084512,0.41981,0.93832,0.99138,0.67462,0.81565,-0.17033,-0.84637,0.83169,0.95769,0.39735,0.99611
FUT7,8,-0.39545,-1.7014,0.26509,0.73455,0.088861,0.27615,-0.43199,-1.8611,0.25262,0.58959,0.062735,0.44125
TERGENIC50500,1,0.65989,1.0343,0.40157,0.81287,0.30097,0.52064,0.22989,0.36035,0.61188,0.85394,0.71859,0.99611
TXNRD3,8,0.10936,0.67499,0.88517,0.98851,0.49968,0.6926,0.0042928,0.026511,0.59843,0.84211,0.97885,0.99611
AKR1B1,8,0.82686,2.4535,0.052822,0.37529,0.014146,0.10385,0.0038451,0.011393,0.60039,0.84332,0.99091,0.99611
SULT1C2,8,0.80957,1.8487,0.055774,0.38117,0.064506,0.23274,-0.0069579,-0.015852,0.63287,0.86392,0.98735,0.99611
HMGCS2,8,0.2146,1.2409,0.66765,0.9204,0.21465,0.43689,0.15454,0.89463,0.17848,0.50746,0.37098,0.99611
CLCN3,8,0.4521,2.2877,0.29659,0.75,0.022156,0.13402,0.21334,1.0799,0.0771,0.32867,0.28018,0.99151
MAN2C1,8,0.23173,0.86301,0.63648,0.91131,0.38813,0.60389,-0.11968,-0.44569,0.98753,0.99504,0.65582,0.99611
INPP5A,8,0.084357,0.57457,0.93832,0.99138,0.56558,0.74,-0.012795,-0.087272,0.6542,0.87418,0.93046,0.99611
NDUFV1,8,-0.77685,-3.1855,0.049213,0.36058,0.0014453,0.018432,-1.041,-4.2736,0.0049213,0.058824,1.92E-05,0.0004044
SLC35A4,8,0.93736,1.7386,0.027231,0.27575,0.082098,0.26913,-0.18417,-0.3413,0.79331,0.94339,0.73288,0.99611
SOAT2,8,-0.096787,-0.68431,0.69291,0.92917,0.49378,0.6888,-0.34412,-2.4341,0.38976,0.71429,0.01493,0.15118
ASAH2B,8,0.58075,1.8252,0.16962,0.60829,0.067968,0.24033,0.049423,0.15519,0.45341,0.76396,0.87667,0.99611
PANK4,8,0.28525,1.3655,0.5397,0.87689,0.1721,0.38518,-0.06969,-0.3336,0.8458,0.96161,0.73868,0.99611
SLC27A1,8,0.26597,1.0537,0.57316,0.88419,0.29204,0.51381,-0.23989,-0.95003,0.62533,0.8605,0.34209,0.99611
B4GALNT4,8,0.104,0.40268,0.89633,0.98851,0.68719,0.82591,-0.028026,-0.1088,0.70177,0.89648,0.91336,0.99611
ADH1B,8,0.56109,1.9776,0.18406,0.62806,0.047977,0.20032,0.03807,0.13407,0.49278,0.7895,0.89335,0.99611
SLC36A2,8,-0.084641,-0.437,0.7185,0.94052,0.66211,0.81076,0.061173,0.31627,0.41535,0.73605,0.7518,0.99611
ENPP4,8,0.43041,1.637,0.32546,0.77319,0.10163,0.29252,0.15641,0.59546,0.17323,0.50047,0.55154,0.99611
GPX6,8,0.69018,2.279,0.10203,0.52349,0.022668,0.1348,0.10596,0.34941,0.29068,0.62703,0.72678,0.99611
COX7A2,8,-0.27588,-1.1667,0.4019,0.81287,0.24334,0.46795,0.23113,0.97993,0.057415,0.28125,0.32712,0.99611
CYP4F2,8,0.7033,2.3564,0.095144,0.51146,0.018453,0.12106,-0.11754,-0.39301,0.99377,0.99835,0.69431,0.99611
NDUFA13,8,0.31064,1.0312,0.50033,0.8691,0.30247,0.52162,-0.81943,-2.7178,0.028215,0.18495,0.0065721,0.07675
CTNS,8,-0.29278,-2.0846,0.38156,0.80318,0.037108,0.17756,0.14484,1.0349,0.20243,0.53606,0.3007,0.99611
APOC1,8,-0.21268,-1.0857,0.49508,0.86583,0.27763,0.50012,-0.26102,-1.3339,0.57185,0.82993,0.18222,0.85105
SLC6A13,8,0.20362,1.2505,0.68996,0.92854,0.21112,0.4354,0.082344,0.50609,0.35007,0.68266,0.61279,0.99611
HEXB,8,0.087938,0.28383,0.93176,0.99138,0.77654,0.88152,-0.23159,-0.74771,0.64436,0.86826,0.45463,0.99611
SLC17A1,8,0.068538,0.26898,0.97375,0.9947,0.78794,0.88711,0.36041,1.4204,0.003937,0.048,0.1555,0.8047
PIP4K2B,8,-0.41567,-1.5358,0.24377,0.70822,0.12459,0.32653,-0.49698,-1.8394,0.18143,0.50857,0.065856,0.45517
IDI1,8,-0.15554,-0.43389,0.58366,0.88911,0.66437,0.81195,-0.64795,-1.8052,0.084646,0.34584,0.071049,0.477
SLC6A20,8,0.18874,1.1816,0.72047,0.94052,0.23737,0.46112,-0.2197,-1.3751,0.68307,0.89093,0.16909,0.82602
MIOX,8,0.6591,2.3018,0.11745,0.5416,0.021349,0.13119,0.099166,0.3462,0.31037,0.65062,0.72919,0.99611
SEPHS1,8,-1.7578,-6.8927,0,0,5.47E-12,5.06E-10,-0.37966,-1.5486,0.32808,0.66094,0.12147,0.69069
ABCA5,8,-0.020107,-0.069105,0.8435,0.97939,0.94491,0.97341,0.013557,0.046875,0.5689,0.8269,0.96261,0.99611
TECR,8,-0.21476,-1.1329,0.49311,0.86583,0.25727,0.48048,-0.66945,-3.5291,0.073819,0.31735,0.0004169,0.0064832
SLC18A2,8,0.21423,0.8104,0.66765,0.9204,0.41771,0.62503,0.045201,0.17113,0.46883,0.77531,0.86412,0.99611
THRSP,8,-0.24015,-1.3245,0.45669,0.8493,0.18532,0.40376,-0.1695,-0.93638,0.8353,0.95967,0.34908,0.99611
PIP5K1C,8,-0.80147,-3.6047,0.043963,0.34359,0.00031253,0.005067,-0.28855,-1.3029,0.50197,0.79482,0.19262,0.86843
